date,variant,omicron,lineage,omicron_time
2021-09-07,Delta,Other,AY.42,Other
2021-10-18,Delta,Other,AY.4,Other
2021-10-18,Delta,Other,AY.42,Other
2021-10-18,Delta,Other,AY.43,Other
2021-10-21,Delta,Other,AY.36,Other
2021-11-05,Delta,Other,AY.42,Other
2021-11-03,Delta,Other,AY.43,Other
2021-10-28,Delta,Other,AY.42,Other
2021-10-28,Delta,Other,AY.42,Other
2021-11-03,Delta,Other,AY.4.2.3,Other
2021-11-02,Delta,Other,AY.122,Other
2021-11-05,Delta,Other,AY.36,Other
2021-10-21,Delta,Other,AY.42,Other
2021-10-28,Delta,Other,AY.42,Other
2021-11-05,Delta,Other,AY.42,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.122,Other
2021-10-28,Delta,Other,AY.43,Other
2021-11-02,Delta,Other,AY.4,Other
2021-11-05,Delta,Other,AY.42,Other
2021-11-03,Delta,Other,AY.46.6,Other
2021-11-03,Delta,Other,AY.112,Other
2021-11-02,Delta,Other,AY.42,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.42,Other
2021-10-21,Delta,Other,AY.4,Other
2021-11-05,Delta,Other,AY.42,Other
2021-11-05,Delta,Other,AY.4,Other
2021-11-03,Delta,Other,AY.121,Other
2021-11-03,Delta,Other,AY.4.2.3,Other
2021-03-12,Alpha,Other,B.1.1.7,Other
2021-10-27,Delta,Other,AY.99.2,Other
2021-10-27,Delta,Other,AY.122,Other
2021-11-04,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,AY.43,Other
2021-10-28,Delta,Other,AY.123,Other
2021-10-27,Delta,Other,AY.43,Other
2021-10-30,Delta,Other,AY.43,Other
2021-10-29,Delta,Other,AY.43,Other
2021-10-01,Delta,Other,AY.125,Other
2021-11-03,Delta,Other,AY.4.2,Other
2021-11-03,Delta,Other,AY.9.2,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-02,Delta,Other,AY.42,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,AY.43,Other
2021-10-31,Delta,Other,AY.43,Other
2021-10-29,Delta,Other,AY.4,Other
2021-11-03,Delta,Other,AY.43,Other
2021-11-06,Delta,Other,B.1.617.2,Other
2021-11-02,Delta,Other,AY.121,Other
2021-10-31,Delta,Other,AY.43,Other
2021-10-20,Delta,Other,AY.4.2,Other
2021-10-28,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,AY.4.2.1,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-02,Delta,Other,AY.36,Other
2021-10-28,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.43,Other
2021-11-06,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-06,Delta,Other,AY.121,Other
2021-10-30,Delta,Other,AY.122,Other
2021-10-20,Delta,Other,AY.126,Other
2021-10-29,Delta,Other,B.1.617.2,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,AY.34,Other
2021-10-31,Delta,Other,AY.43,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-06,Delta,Other,AY.36,Other
2021-10-31,Delta,Other,AY.43,Other
2021-10-29,Delta,Other,AY.121,Other
2021-11-04,Delta,Other,AY.43,Other
2021-10-24,Delta,Other,AY.126,Other
2021-10-25,Delta,Other,AY.43,Other
2021-10-27,Delta,Other,AY.5,Other
2021-11-02,Delta,Other,AY.112,Other
2021-11-06,Delta,Other,AY.112,Other
2021-11-02,Delta,Other,AY.43,Other
2021-10-28,Delta,Other,AY.43,Other
2021-10-25,Delta,Other,AY.46.6,Other
2021-11-02,Delta,Other,AY.4.2.2,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,AY.4.2.3,Other
2021-10-25,Delta,Other,AY.4.3,Other
2021-11-02,Delta,Other,AY.9.2,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,B.1.617.2,Other
2021-11-03,Delta,Other,AY.121,Other
2021-10-20,Delta,Other,B.1.617.2,Other
2021-11-03,Delta,Other,AY.113,Other
2021-11-03,Delta,Other,AY.43,Other
2021-10-27,Delta,Other,AY.122,Other
2021-11-06,Delta,Other,AY.34,Other
2021-11-03,Delta,Other,AY.122,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.42,Other
2021-11-04,Delta,Other,AY.34,Other
2021-10-29,Delta,Other,B.1.617.2,Other
2021-11-04,Delta,Other,AY.43,Other
2021-08-17,Delta,Other,AY.43,Other
2021-11-02,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,B.1.617.2,Other
2021-10-04,Delta,Other,AY.113,Other
2021-10-31,Delta,Other,AY.43,Other
2021-10-30,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.36,Other
2021-11-03,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,B.1.617.2,Other
2021-11-04,Delta,Other,AY.43,Other
2021-10-25,Delta,Other,AY.4.3,Other
2021-08-24,Delta,Other,AY.43,Other
2021-11-03,Delta,Other,AY.43,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-04,Delta,Other,AY.43,Other
2021-10-22,Delta,Other,AY.43,Other
2021-11-08,Delta,Other,AY.112,Other
2021-11-10,Delta,Other,AY.42,Other
2021-11-10,Delta,Other,AY.100,Other
2021-05-10,Eta,Other,B.1.525,Other
2021-11-09,Delta,Other,AY.46.6,Other
2021-01-16,B.1.177 (European),Other,B.1.177,Other
2021-05-18,Other,Other,B.1.629,Other
2021-11-11,Delta,Other,AY.122,Other
2021-10-22,Delta,Other,AY.121,Other
2021-11-09,Delta,Other,AY.100,Other
2021-11-09,Delta,Other,B.1.617.2,Other
2021-11-11,Delta,Other,AY.4,Other
2021-11-09,Delta,Other,AY.43,Other
2021-11-08,Delta,Other,AY.43,Other
2021-11-08,Delta,Other,AY.36,Other
2021-11-09,Delta,Other,AY.43,Other
2021-11-08,Delta,Other,AY.43,Other
2021-11-10,Delta,Other,AY.43,Other
2021-11-10,Delta,Other,AY.122,Other
2021-10-29,Delta,Other,B.1.617.2,Other
2021-11-09,Delta,Other,AY.121,Other
2021-11-09,Delta,Other,AY.43,Other
2021-11-10,Delta,Other,AY.43,Other
2021-11-09,Delta,Other,AY.4,Other
2021-11-11,Delta,Other,AY.122,Other
2021-11-09,Delta,Other,AY.4,Other
2021-11-09,Delta,Other,AY.34,Other
2021-11-10,Delta,Other,AY.121,Other
2021-11-05,Delta,Other,AY.43,Other
2021-11-09,Delta,Other,B.1.617.2,Other
2021-11-08,Delta,Other,AY.43,Other
2021-11-11,Delta,Other,AY.43,Other
2021-11-11,Delta,Other,AY.127,Other
2021-11-11,Delta,Other,AY.121,Other
2021-11-10,Delta,Other,AY.43,Other
2021-11-09,Delta,Other,AY.4.2.3,Other
2021-11-12,Delta,Other,AY.46.6,Other
2021-11-11,Delta,Other,AY.43,Other
2021-11-15,Delta,Other,AY.43,Other
2021-11-12,Delta,Other,AY.43,Other
2021-11-12,Delta,Other,AY.43,Other
2021-11-15,Delta,Other,AY.125,Other
2021-11-12,Delta,Other,AY.125,Other
2021-11-05,Delta,Other,AY.4.2,Other
2021-11-08,Delta,Other,AY.36,Other
2021-11-09,Delta,Other,AY.121,Other
2021-11-09,Delta,Other,AY.9.2,Other
2021-11-10,Delta,Other,AY.122,Other
2021-11-08,Delta,Other,AY.43,Other
2021-11-14,Delta,Other,AY.100,Other
2021-11-12,Delta,Other,B.1.617.2,Other
2021-11-12,Delta,Other,AY.42,Other
2021-11-12,Delta,Other,B.1.617.2,Other
2021-11-15,Delta,Other,B.1.617.2,Other
2021-11-15,Delta,Other,B.1.617.2,Other
2021-11-05,Delta,Other,AY.121,Other
2021-11-03,Delta,Other,B.1.617.2,Other
2021-11-08,Delta,Other,AY.121,Other
2021-11-12,Delta,Other,AY.9.2,Other
2021-11-10,Delta,Other,B.1.617.2,Other
2021-11-14,Delta,Other,AY.121,Other
2021-11-12,Delta,Other,AY.25.1,Other
2021-11-09,Delta,Other,AY.113,Other
2021-11-14,Delta,Other,AY.42,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-10,Alpha,Other,B.1.1.7,Other
2021-05-10,Alpha,Other,B.1.1.7,Other
2021-05-10,Alpha,Other,B.1.1.7,Other
2021-05-10,Eta,Other,B.1.525,Other
2021-05-10,Alpha,Other,B.1.1.7,Other
2021-05-10,Alpha,Other,B.1.1.7,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Beta,Other,B.1.351,Other
2021-05-11,Alpha,Other,B.1.1.7,Other
2021-05-11,Beta,Other,B.1.351,Other
2021-05-11,Beta,Other,B.1.351,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-10-28,Delta,Other,AY.43,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Eta,Other,B.1.525,Other
2021-05-18,Eta,Other,B.1.525,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-18,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Alpha,Other,B.1.1.7,Other
2021-05-26,Other,Other,B.1.1.523,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Eta,Other,B.1.525,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Alpha,Other,B.1.1.7,Other
2021-06-02,Eta,Other,B.1.525,Other
2021-06-02,Eta,Other,B.1.525,Other
2021-06-02,Delta,Other,B.1.617.2,Other
2021-06-04,Eta,Other,B.1.525,Other
2021-06-07,Alpha,Other,B.1.1.7,Other
2021-06-05,Alpha,Other,B.1.1.7,Other
2021-06-04,Alpha,Other,B.1.1.7,Other
2021-06-07,Alpha,Other,B.1.1.7,Other
2021-06-07,Delta,Other,B.1.617.2,Other
2021-06-07,Alpha,Other,B.1.1.7,Other
2021-06-07,Alpha,Other,B.1.1.7,Other
2021-06-07,Alpha,Other,B.1.1.7,Other
2021-06-15,Eta,Other,B.1.525,Other
2021-06-10,Alpha,Other,B.1.1.7,Other
2021-06-10,Alpha,Other,B.1.1.7,Other
2021-06-10,Alpha,Other,B.1.1.7,Other
2021-06-12,Delta,Other,AY.17,Other
2021-06-12,Delta,Other,AY.53,Other
2021-06-12,Alpha,Other,B.1.1.7,Other
2021-06-08,Delta,Other,AY.53,Other
2021-06-09,Delta,Other,AY.42,Other
2021-06-10,Delta,Other,AY.53,Other
2021-06-10,Delta,Other,AY.53,Other
2021-06-14,Delta,Other,AY.53,Other
2021-06-12,Delta,Other,AY.122,Other
2021-06-18,Alpha,Other,B.1.1.7,Other
2021-06-19,Alpha,Other,B.1.1.7,Other
2021-06-20,Alpha,Other,B.1.1.7,Other
2021-06-14,Delta,Other,AY.53,Other
2021-06-14,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-17,Delta,Other,AY.53,Other
2021-06-18,Alpha,Other,B.1.1.7,Other
2021-06-18,Alpha,Other,B.1.1.7,Other
2021-06-16,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-15,Alpha,Other,B.1.1.7,Other
2021-06-16,Delta,Other,AY.43,Other
2021-06-15,Beta,Other,B.1.351,Other
2021-06-26,Alpha,Other,B.1.1.7,Other
2021-06-27,Delta,Other,AY.42,Other
2021-06-28,Delta,Other,AY.43,Other
2021-06-28,Delta,Other,AY.125,Other
2021-06-26,Alpha,Other,B.1.1.7,Other
2021-06-22,Delta,Other,AY.42,Other
2021-06-22,Delta,Other,AY.5,Other
2021-06-22,Alpha,Other,B.1.1.7,Other
2021-06-22,Delta,Other,AY.53,Other
2021-06-22,Alpha,Other,B.1.1.7,Other
2021-06-22,Delta,Other,AY.42,Other
2021-06-22,Delta,Other,AY.122,Other
2021-06-22,Delta,Other,AY.122,Other
2021-06-22,Delta,Other,AY.53,Other
2021-06-22,Delta,Other,AY.53,Other
2021-06-22,Delta,Other,AY.5,Other
2021-07-01,Alpha,Other,B.1.1.7,Other
2021-07-01,Delta,Other,AY.95,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.112,Other
2021-07-01,Delta,Other,AY.43,Other
2021-06-28,Delta,Other,AY.4.6,Other
2021-06-28,Delta,Other,B.1.617.2,Other
2021-06-28,Delta,Other,AY.43,Other
2021-06-28,Delta,Other,AY.122,Other
2021-06-28,Delta,Other,AY.5,Other
2021-06-28,Delta,Other,AY.5.4,Other
2021-06-28,Alpha,Other,B.1.1.7,Other
2021-06-28,Alpha,Other,B.1.1.7,Other
2021-07-01,Beta,Other,B.1.351.5,Other
2021-07-01,Alpha,Other,B.1.1.7,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.53,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.53,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,B.1.617.2,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Eta,Other,B.1.525,Other
2021-07-01,Delta,Other,AY.125,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Gamma/P1,Other,P.1,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5,Other
2021-07-01,Delta,Other,AY.5.4,Other
2021-07-01,Alpha,Other,B.1.1.7,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Gamma/P1,Other,P.1,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.4,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.125,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.9.2,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.98.1,Other
2021-07-01,Delta,Other,AY.5.4,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.98.1,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5.4,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.5,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5.4,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.5,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5,Other
2021-07-01,Delta,Other,AY.98.1,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.5.4,Other
2021-07-01,Delta,Other,AY.42,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.98.1,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.36,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.5,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.122,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.98.1,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.5.4,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.9.2,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.9.2,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.5,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.98,Other
2021-08-01,Delta,Other,AY.5.4,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,B.1.617.2,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.20,Other
2021-08-01,Delta,Other,AY.98,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.122,Other
2021-08-01,Delta,Other,AY.5.4,Other
2021-08-01,Delta,Other,AY.122,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.122,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,B.1.617.2,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.98.1,Other
2021-08-01,Delta,Other,B.1.617.2,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,B.1.617.2,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.125,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.53,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.42,Other
2021-08-01,Delta,Other,AY.43,Other
2021-08-01,Delta,Other,B.1.617.2,Other
2021-08-01,Delta,Other,AY.53,Other
